1788664305.645073 server started (57718): version 3.7c, socket /tmp/tmux-1000/default, protocol 8
1788664305.645089 on Linux 7.2.3-arch1-2 #1 SMP PREEMPT_DYNAMIC Thu, 03 Sep 2026 17:55:06 +0000
1788664305.645095 using libevent 2.1.13-stable poll
1788664305.645097 using ncurses 6.6 20251230
1788664305.673530 cmd_find_best_session: 0 sessions to try
1788664305.673532 cmdq_next <global>: [run-shell/0x55cc012d7320] (0), flags 0
1788664305.673533 cmd_find_best_session: 0 sessions to try
1788664305.673534 cmd_find_current_client: no target, return (nil)
1788664305.673535 cmd_find_best_session: 0 sessions to try
1788664305.673536 cmd_find_current_client: no target, return (nil)
1788664305.673538 cmd_find_best_session: 0 sessions to try
1788664305.673539 cmd_find_target: target none, type pane, item 0x55cc012d7320, flags QUIET,CANFAIL
1788664305.673540 cmd_find_best_session: 0 sessions to try
1788664305.673541 cmd_find_target: error
1788664305.673543 format_defaults: c=none
1788664305.673544 format_defaults: s=none
1788664305.673545 format_defaults: wl=none
1788664305.673546 format_defaults: wp=none
1788664305.673547 format_expand1: expanding format: tpack init
1788664305.673548 format_expand1: result is: tpack init
1788664305.673550 cmdq_next <global>: exit (wait)
1788664305.673551 cmdq_next </dev/pts/0>: enter
1788664305.673553 cmdq_next </dev/pts/0>: [cfg_client_done/0x55cc012af9e0] (1), flags 0
1788664305.673554 cmdq_next </dev/pts/0>: exit (wait)
1788664305.673555 cmdq_next <global>: waiting
1788664305.673556 cmdq_next </dev/pts/0>: waiting
1788664305.673700 job_run: cmd=tpack init, cwd=/home/spenser/.local/share/chezmoi, shell=/bin/sh
1788664305.673746 job_run: cmd=tpack init, cwd=/home/spenser/.local/share/chezmoi, shell=/bin/sh
1788664305.673889 run job 0x55cc013136d0: tpack init, pid 57719
1788664305.673895 peer 0x55cc012ff320 message 200
1788664305.673900 cmdq_append </dev/pts/0>: [server_client_default_command/0x55cc012e9ab0]
1788664305.673901 cmdq_append </dev/pts/0>: [server_client_command_done/0x55cc012df0d0]
1788664305.673906 cmdq_next <global>: waiting
1788664305.673908 cmdq_next </dev/pts/0>: waiting
1788664305.673912 job write 0x55cc013136d0: tpack init, pid 57719, output left 0
1788664305.673914 cmdq_next <global>: waiting
1788664305.673916 cmdq_next </dev/pts/0>: waiting
1788664305.681319 add peer 0x55cc012db500: 10 (0x55cc01310510)
1788664305.681327 new client 0x55cc01310510
1788664305.681330 cmdq_next <global>: waiting
1788664305.681332 cmdq_next </dev/pts/0>: waiting
1788664305.681360 peer 0x55cc012db500 message 111
1788664305.681362 client 0x55cc01310510 IDENTIFY_LONGFLAGS 0x10000
1788664305.681364 peer 0x55cc012db500 message 111
1788664305.681366 client 0x55cc01310510 IDENTIFY_LONGFLAGS 0x10000
1788664305.681368 peer 0x55cc012db500 message 101
1788664305.681371 client 0x55cc01310510 IDENTIFY_TERM xterm-kitty
1788664305.681373 peer 0x55cc012db500 message 109
1788664305.681376 client 0x55cc01310510 IDENTIFY_FEATURES 
1788664305.681378 peer 0x55cc012db500 message 102
1788664305.681380 client 0x55cc01310510 IDENTIFY_TTYNAME 
1788664305.681381 peer 0x55cc012db500 message 108
1788664305.681386 client 0x55cc01310510 IDENTIFY_CWD /home/spenser/.local/share/chezmoi
1788664305.681388 peer 0x55cc012db500 message 104
1788664305.681390 client 0x55cc01310510 IDENTIFY_STDIN 11
1788664305.681392 cmdq_next <global>: waiting
1788664305.681394 cmdq_next </dev/pts/0>: waiting
1788664305.681416 peer 0x55cc012db500 message 110
1788664305.681418 client 0x55cc01310510 IDENTIFY_STDOUT 12
1788664305.681422 peer 0x55cc012db500 message 107
1788664305.681423 client 0x55cc01310510 IDENTIFY_CLIENTPID 57728
1788664305.681425 peer 0x55cc012db500 message 105
1788664305.681427 client 0x55cc01310510 IDENTIFY_ENVIRON SHELL=/usr/bin/fish
1788664305.681429 peer 0x55cc012db500 message 105
1788664305.681431 client 0x55cc01310510 IDENTIFY_ENVIRON COLORTERM=truecolor
1788664305.681433 peer 0x55cc012db500 message 105
1788664305.681435 client 0x55cc01310510 IDENTIFY_ENVIRON CHEZMOI_VERSION_BUILT_BY=
1788664305.681441 peer 0x55cc012db500 message 105
1788664305.681444 client 0x55cc01310510 IDENTIFY_ENVIRON HYPRLAND_CMD=Hyprland --watchdog-fd 4
1788664305.681446 peer 0x55cc012db500 message 105
1788664305.681448 client 0x55cc01310510 IDENTIFY_ENVIRON XDG_SESSION_PATH=/org/freedesktop/DisplayManager/Session0
1788664305.681450 peer 0x55cc012db500 message 105
1788664305.681452 client 0x55cc01310510 IDENTIFY_ENVIRON XDG_BACKEND=wayland
1788664305.681454 peer 0x55cc012db500 message 105
1788664305.681456 client 0x55cc01310510 IDENTIFY_ENVIRON TMUX=/tmp/tmux-1000/default,57718,-1
1788664305.681458 peer 0x55cc012db500 message 105
1788664305.681460 client 0x55cc01310510 IDENTIFY_ENVIRON VSSCRIPT_PATH=/usr/lib/python3.14/site-packages/vapoursynth/libvsscript.so
1788664305.681462 peer 0x55cc012db500 message 105
1788664305.681464 client 0x55cc01310510 IDENTIFY_ENVIRON CHEZMOI_COMMAND=cd
1788664305.681466 peer 0x55cc012db500 message 105
1788664305.681468 client 0x55cc01310510 IDENTIFY_ENVIRON LC_ADDRESS=en_CA.UTF-8
1788664305.681470 peer 0x55cc012db500 message 105
1788664305.681472 client 0x55cc01310510 IDENTIFY_ENVIRON CHEZMOI_OS_RELEASE_ANSI_COLOR=38;2;23;147;209
1788664305.681474 peer 0x55cc012db500 message 105
1788664305.681476 client 0x55cc01310510 IDENTIFY_ENVIRON LC_NAME=en_CA.UTF-8
1788664305.681478 peer 0x55cc012db500 message 105
1788664305.681480 client 0x55cc01310510 IDENTIFY_ENVIRON SSH_AUTH_SOCK=/run/user/1000/ssh-agent.socket
1788664305.681482 peer 0x55cc012db500 message 105
1788664305.681484 client 0x55cc01310510 IDENTIFY_ENVIRON CHEZMOI=1
1788664305.681485 peer 0x55cc012db500 message 105
1788664305.681488 client 0x55cc01310510 IDENTIFY_ENVIRON CHEZMOI_CACHE_DIR=/home/spenser/.cache/chezmoi
1788664305.681489 peer 0x55cc012db500 message 105
1788664305.681492 client 0x55cc01310510 IDENTIFY_ENVIRON CHEZMOI_WORKING_TREE=/home/spenser/.local/share/chezmoi
1788664305.681494 peer 0x55cc012db500 message 105
1788664305.681496 client 0x55cc01310510 IDENTIFY_ENVIRON CHEZMOI_VERSION_VERSION=2.72.1
1788664305.681498 peer 0x55cc012db500 message 105
1788664305.681500 client 0x55cc01310510 IDENTIFY_ENVIRON DESKTOP_SESSION=hyprland
1788664305.681502 peer 0x55cc012db500 message 105
1788664305.681503 client 0x55cc01310510 IDENTIFY_ENVIRON LC_MONETARY=en_CA.UTF-8
1788664305.681505 peer 0x55cc012db500 message 105
1788664305.681507 client 0x55cc01310510 IDENTIFY_ENVIRON KITTY_PID=23205
1788664305.681509 peer 0x55cc012db500 message 105
1788664305.681511 client 0x55cc01310510 IDENTIFY_ENVIRON HL_INITIAL_WORKSPACE_TOKEN=b636a674-6169-4975-ade1-9c28e2ac6dfa
1788664305.681513 peer 0x55cc012db500 message 105
1788664305.681515 client 0x55cc01310510 IDENTIFY_ENVIRON CHEZMOI_KERNEL_OSTYPE=Linux
1788664305.681517 peer 0x55cc012db500 message 105
1788664305.681520 client 0x55cc01310510 IDENTIFY_ENVIRON XCURSOR_SIZE=24
1788664305.681522 peer 0x55cc012db500 message 105
1788664305.681524 client 0x55cc01310510 IDENTIFY_ENVIRON CHEZMOI_FQDN_HOSTNAME=gungnir
1788664305.681525 peer 0x55cc012db500 message 105
1788664305.681527 client 0x55cc01310510 IDENTIFY_ENVIRON GTK_MODULES=canberra-gtk-module
1788664305.681529 peer 0x55cc012db500 message 105
1788664305.681532 client 0x55cc01310510 IDENTIFY_ENVIRON XDG_SEAT=seat0
1788664305.681533 peer 0x55cc012db500 message 105
1788664305.681535 client 0x55cc01310510 IDENTIFY_ENVIRON CHEZMOI_GID=1000
1788664305.681537 peer 0x55cc012db500 message 105
1788664305.681539 client 0x55cc01310510 IDENTIFY_ENVIRON PWD=/home/spenser/.local/share/chezmoi
1788664305.681541 peer 0x55cc012db500 message 105
1788664305.681543 client 0x55cc01310510 IDENTIFY_ENVIRON XDG_SESSION_DESKTOP=hyprland
1788664305.681545 peer 0x55cc012db500 message 105
1788664305.681547 client 0x55cc01310510 IDENTIFY_ENVIRON LOGNAME=spenser
1788664305.681548 peer 0x55cc012db500 message 105
1788664305.681550 client 0x55cc01310510 IDENTIFY_ENVIRON XDG_SESSION_TYPE=wayland
1788664305.681552 peer 0x55cc012db500 message 105
1788664305.681554 client 0x55cc01310510 IDENTIFY_ENVIRON CHEZMOI_VERSION_COMMIT=
1788664305.681556 peer 0x55cc012db500 message 105
1788664305.681561 client 0x55cc01310510 IDENTIFY_ENVIRON CHEZMOI_ARGS=chezmoi cd
1788664305.681562 peer 0x55cc012db500 message 105
1788664305.681564 client 0x55cc01310510 IDENTIFY_ENVIRON CHEZMOI_EXECUTABLE=/usr/bin/chezmoi
1788664305.681566 peer 0x55cc012db500 message 105
1788664305.681569 client 0x55cc01310510 IDENTIFY_ENVIRON KITTY_PUBLIC_KEY=1:&;otMSKIH;5K^Fa)4Q|8%cEbkq(Xfa=`BiQX~fEE
1788664305.681571 peer 0x55cc012db500 message 105
1788664305.681573 client 0x55cc01310510 IDENTIFY_ENVIRON XDG_GREETER_DATA_DIR=/var/lib/lightdm-data/spenser
1788664305.681575 peer 0x55cc012db500 message 105
1788664305.681577 client 0x55cc01310510 IDENTIFY_ENVIRON TERMINAL=xfce4-terminal
1788664305.681578 peer 0x55cc012db500 message 105
1788664305.681581 client 0x55cc01310510 IDENTIFY_ENVIRON CHEZMOI_VERSION_DATE=2026-08-31T00:05:10Z
1788664305.681582 peer 0x55cc012db500 message 105
1788664305.681584 client 0x55cc01310510 IDENTIFY_ENVIRON MOTD_SHOWN=pam
1788664305.681586 peer 0x55cc012db500 message 105
1788664305.681588 client 0x55cc01310510 IDENTIFY_ENVIRON HOME=/home/spenser
1788664305.681590 peer 0x55cc012db500 message 105
1788664305.681592 client 0x55cc01310510 IDENTIFY_ENVIRON LC_PAPER=en_CA.UTF-8
1788664305.681594 peer 0x55cc012db500 message 105
1788664305.681596 client 0x55cc01310510 IDENTIFY_ENVIRON LANG=en_CA.UTF-8
1788664305.681598 peer 0x55cc012db500 message 105
1788664305.681600 client 0x55cc01310510 IDENTIFY_ENVIRON CHEZMOI_OS_RELEASE_BUG_REPORT_URL=https://forum.endeavouros.com/c/general-system/endeavouros-installation
1788664305.681602 peer 0x55cc012db500 message 105
1788664305.681604 client 0x55cc01310510 IDENTIFY_ENVIRON _JAVA_AWT_WM_NONREPARENTING=1
1788664305.681606 peer 0x55cc012db500 message 105
1788664305.681608 client 0x55cc01310510 IDENTIFY_ENVIRON XDG_CURRENT_DESKTOP=Hyprland
1788664305.681610 peer 0x55cc012db500 message 105
1788664305.681612 client 0x55cc01310510 IDENTIFY_ENVIRON CHEZMOI_USERNAME=spenser
1788664305.681614 peer 0x55cc012db500 message 105
1788664305.681616 client 0x55cc01310510 IDENTIFY_ENVIRON CHEZMOI_RAW_HOME_DIR=/home/spenser
1788664305.681618 peer 0x55cc012db500 message 105
1788664305.681620 client 0x55cc01310510 IDENTIFY_ENVIRON WAYLAND_DISPLAY=wayland-1
1788664305.681621 peer 0x55cc012db500 message 105
1788664305.681624 client 0x55cc01310510 IDENTIFY_ENVIRON CHEZMOI_OS_RELEASE_LOGO=endeavouros
1788664305.681625 peer 0x55cc012db500 message 105
1788664305.681627 client 0x55cc01310510 IDENTIFY_ENVIRON KITTY_WINDOW_ID=1
1788664305.681629 peer 0x55cc012db500 message 105
1788664305.681631 client 0x55cc01310510 IDENTIFY_ENVIRON CHEZMOI_OS_RELEASE_PRIVACY_POLICY_URL=https://endeavouros.com/privacy-policy-2
1788664305.681633 peer 0x55cc012db500 message 105
1788664305.681636 client 0x55cc01310510 IDENTIFY_ENVIRON XDG_SEAT_PATH=/org/freedesktop/DisplayManager/Seat0
1788664305.681637 peer 0x55cc012db500 message 105
1788664305.681639 client 0x55cc01310510 IDENTIFY_ENVIRON CHEZMOI_OS_RELEASE_NAME=EndeavourOS
1788664305.681641 peer 0x55cc012db500 message 105
1788664305.681643 client 0x55cc01310510 IDENTIFY_ENVIRON CHEZMOI_SUBSHELL=1
1788664305.681645 peer 0x55cc012db500 message 105
1788664305.681647 client 0x55cc01310510 IDENTIFY_ENVIRON CHEZMOI_HOME_DIR=/home/spenser
1788664305.681649 peer 0x55cc012db500 message 105
1788664305.681651 client 0x55cc01310510 IDENTIFY_ENVIRON XDG_SESSION_CLASS=user
1788664305.681653 peer 0x55cc012db500 message 105
1788664305.681655 client 0x55cc01310510 IDENTIFY_ENVIRON TERMINFO=/usr/lib/kitty/terminfo
1788664305.681657 peer 0x55cc012db500 message 105
1788664305.681659 client 0x55cc01310510 IDENTIFY_ENVIRON TERM=xterm-kitty
1788664305.681661 peer 0x55cc012db500 message 105
1788664305.681663 client 0x55cc01310510 IDENTIFY_ENVIRON LC_IDENTIFICATION=en_CA.UTF-8
1788664305.681665 peer 0x55cc012db500 message 105
1788664305.681667 client 0x55cc01310510 IDENTIFY_ENVIRON CHEZMOI_OS_RELEASE_DOCUMENTATION_URL=https://discovery.endeavouros.com
1788664305.681669 peer 0x55cc012db500 message 105
1788664305.681671 client 0x55cc01310510 IDENTIFY_ENVIRON USER=spenser
1788664305.681675 peer 0x55cc012db500 message 105
1788664305.681678 client 0x55cc01310510 IDENTIFY_ENVIRON HYPRLAND_INSTANCE_SIGNATURE=efb50993780079460b0cbed1363e2166a2de1d9f_1788632123_2021513075
1788664305.681680 peer 0x55cc012db500 message 105
1788664305.681682 client 0x55cc01310510 IDENTIFY_ENVIRON CHEZMOI_UID=1000
1788664305.681684 peer 0x55cc012db500 message 105
1788664305.681686 client 0x55cc01310510 IDENTIFY_ENVIRON DISPLAY=:0
1788664305.681688 peer 0x55cc012db500 message 105
1788664305.681690 client 0x55cc01310510 IDENTIFY_ENVIRON SHLVL=3
1788664305.681691 peer 0x55cc012db500 message 105
1788664305.681694 client 0x55cc01310510 IDENTIFY_ENVIRON MOZ_ENABLE_WAYLAND=1
1788664305.681695 peer 0x55cc012db500 message 105
1788664305.681698 client 0x55cc01310510 IDENTIFY_ENVIRON LC_TELEPHONE=en_CA.UTF-8
1788664305.681699 peer 0x55cc012db500 message 105
1788664305.681701 client 0x55cc01310510 IDENTIFY_ENVIRON LC_MEASUREMENT=en_CA.UTF-8
1788664305.681703 peer 0x55cc012db500 message 105
1788664305.681705 client 0x55cc01310510 IDENTIFY_ENVIRON XDG_VTNR=8
1788664305.681707 peer 0x55cc012db500 message 105
1788664305.681709 client 0x55cc01310510 IDENTIFY_ENVIRON CHEZMOI_OS_RELEASE_ID=endeavouros
1788664305.681711 peer 0x55cc012db500 message 105
1788664305.681714 client 0x55cc01310510 IDENTIFY_ENVIRON CHEZMOI_KERNEL_VERSION=#1 SMP PREEMPT_DYNAMIC Thu, 03 Sep 2026 17:55:06 +0000
1788664305.681715 peer 0x55cc012db500 message 105
1788664305.681717 client 0x55cc01310510 IDENTIFY_ENVIRON XDG_SESSION_ID=2
1788664305.681719 peer 0x55cc012db500 message 105
1788664305.681721 client 0x55cc01310510 IDENTIFY_ENVIRON CHEZMOI_OS_RELEASE_PRETTY_NAME=EndeavourOS
1788664305.681723 peer 0x55cc012db500 message 105
1788664305.681725 client 0x55cc01310510 IDENTIFY_ENVIRON ROCM_PATH=/opt/rocm
1788664305.681727 peer 0x55cc012db500 message 105
1788664305.681729 client 0x55cc01310510 IDENTIFY_ENVIRON CHEZMOI_COMMAND_DIR=/home/spenser
1788664305.681730 peer 0x55cc012db500 message 105
1788664305.681733 client 0x55cc01310510 IDENTIFY_ENVIRON CHEZMOI_GROUP=spenser
1788664305.681734 peer 0x55cc012db500 message 105
1788664305.681736 client 0x55cc01310510 IDENTIFY_ENVIRON XDG_RUNTIME_DIR=/run/user/1000
1788664305.681738 peer 0x55cc012db500 message 105
1788664305.681740 client 0x55cc01310510 IDENTIFY_ENVIRON CHEZMOI_CONFIG_FILE=/home/spenser/.config/chezmoi/chezmoi.toml
1788664305.681742 peer 0x55cc012db500 message 105
1788664305.681744 client 0x55cc01310510 IDENTIFY_ENVIRON CHEZMOI_KERNEL_OSRELEASE=7.2.3-arch1-2
1788664305.681746 peer 0x55cc012db500 message 105
1788664305.681748 client 0x55cc01310510 IDENTIFY_ENVIRON DEBUGINFOD_URLS=https://debuginfod.archlinux.org 
1788664305.681750 peer 0x55cc012db500 message 105
1788664305.681752 client 0x55cc01310510 IDENTIFY_ENVIRON CHEZMOI_ARCH=amd64
1788664305.681754 peer 0x55cc012db500 message 105
1788664305.681756 client 0x55cc01310510 IDENTIFY_ENVIRON CHEZMOI_OS_RELEASE_BUILD_ID=rolling
1788664305.681758 peer 0x55cc012db500 message 105
1788664305.681760 client 0x55cc01310510 IDENTIFY_ENVIRON LC_TIME=en_CA.UTF-8
1788664305.681762 peer 0x55cc012db500 message 105
1788664305.681764 client 0x55cc01310510 IDENTIFY_ENVIRON CHEZMOI_HOSTNAME=gungnir
1788664305.681766 peer 0x55cc012db500 message 105
1788664305.681768 client 0x55cc01310510 IDENTIFY_ENVIRON CHEZMOI_OS_RELEASE_SUPPORT_URL=https://forum.endeavouros.com
1788664305.681770 peer 0x55cc012db500 message 105
1788664305.681772 client 0x55cc01310510 IDENTIFY_ENVIRON GTK3_MODULES=xapp-gtk3-module
